reco_x,reco_y
0.48356096320324016,0.6255461274940334
1.5480846303901648,0.8126643358162458
0.23785775123366176,1.3722899744866743
-1.2120933842995698,-0.03265007798764977
2.027654586891151,1.4182418028349983
0.8022023509105451,0.42129180739557215
1.072377888923877,0.23553044571340515
-1.8086892808220063,-0.6488149046582424
-0.593634982909121,0.07978092837574313
0.7436604044480228,0.6920066713429078
-0.8497330919724277,-0.13514374317758282
3.693969461522012,-0.6628721218696982
1.0275991646718992,0.91052881284835
1.1092276378626837,-0.6256530433953955
-1.5187428407830565,0.31894591661579863
1.3008789175635063,0.3923842666645193
-2.02648333294834,0.5883667757890982
1.1683835744511888,0.39199397478881975
-1.242770644903687,0.5870047693612304
0.3755145807629814,0.6912692097403149
-2.3608403305774326,-0.6381173117429222
1.4253170967954722,1.465915662862826
0.26429923813447603,1.515584109355512
1.08526755096432,0.6395007558261697
-2.1836115487885506,0.3528765692226459
1.1122891816475249,-0.5668247467015991
1.8298930461198242,0.9881045957216561
2.9959334263467894,0.5423226310874586
-2.4609199160919153,-0.4678184069404945
-0.05116398418661687,0.22538422218269788
-0.13232793150706973,-0.1938094802124166
-0.3844175598684597,0.5182027649064739
1.981310047168146,1.2070935764340809
1.6652874795096384,0.7955859487856107
-2.7241109763897837,-0.9895630678348649
2.053257566765288,1.9382634366513214
-3.3087375572143793,-0.860533853458173
1.9678467442363177,0.884719973574764
0.7394131663213985,-0.7747953344681289
0.07893041795969391,0.39139178228417326
2.692715083067249,1.6507803172697573
-3.362348556617914,-0.37943124700165587
-0.17001511069074704,-0.3551040703968556
0.5090897461272452,-0.8062887483930209
-1.6620844799960683,0.3671791857680833
-1.2411025701891567,-0.04661574368714427
-0.5024216116910247,1.0410029896930137
0.3257330424222701,2.469552785923444
-0.004955853786787756,-0.8487198061745711
-0.5712673576911169,1.80201753136164
1.7083009020003503,0.5510933929977657
0.9079905617758441,-0.10836544481431293
3.023801157155895,-0.4561316057781794
1.4143729296283951,-0.05217930364391943
0.48910026214990976,-0.5044303752293773
1.3274454524843697,0.6933514719550996
0.6303109840714656,0.4578716709382154
-0.39862614463333945,1.437235078074682
0.8008949436095626,1.049596496041127
-1.4609828286613546,0.9933763063166878
-0.16204974422287083,0.005860031328147178
-1.1058759439807049,0.7142387245215744
0.16787721873259254,0.15492183266312476
-0.5401032597301745,-0.07385367086214073
0.3930238352469737,-0.6353458156672743
